152,20,275,226,87,106,255,97,30,0
171,188,18,288,168,155,287,190,406,0
240,386,353,104,219,34,336,377,1314,0
248,120,42,296,386,77,183,148,2853,0
32,356,22,289,372,355,374,102,294,1
211,294,177,362,167,197,15,180,592,1
29,221,289,56,321,106,40,389,1273,1
297,317,331,189,193,130,370,230,2149,1
294,284,173,139,29,211,249,375,22,2
236,345,283,2,225,394,367,198,465,2
288,13,249,19,93,237,103,302,1012,2
126,233,92,52,20,336,85,148,3270,2
62,373,217,44,107,390,198,49,1171,3
90,184,47,270,83,348,90,304,1320,3
153,19,73,74,338,241,386,253,2113,3
339,265,310,37,155,341,90,120,3195,3
257,253,126,311,284,283,216,22,49,4
381,173,319,3,355,323,100,319,2673,4
160,191,349,161,244,175,135,43,3341,4
236,191,64,223,34,185,262,341,3495,4
364,4,214,110,181,208,350,238,679,5
127,6,123,0,74,179,92,262,1043,5
209,22,327,189,8,166,192,23,1498,5
49,302,4,154,238,209,152,299,1708,5
278,211,193,3,40,333,363,239,236,6
262,343,167,324,301,212,359,267,1288,6
385,285,276,330,50,200,63,193,2224,6
50,352,4,177,273,257,141,312,2379,6
314,9,237,269,398,185,170,206,354,7
22,52,256,58,72,300,270,171,1037,7
49,2,86,24,101,160,280,240,1998,7
26,324,128,231,139,83,91,295,3873,7
143,130,111,135,325,364,218,60,123,8
158,123,177,387,274,354,26,274,1338,8
7,129,176,7,80,147,233,399,2443,8
85,123,206,358,225,200,275,123,2711,8
386,291,345,23,387,188,101,371,2735,9
153,252,50,35,283,241,287,202,3441,9
65,353,242,218,261,169,389,234,3555,9
5,183,253,26,326,223,165,278,3628,9
74,73,253,253,187,334,190,62,917,10
191,19,90,81,51,221,26,235,2525,10
348,117,219,78,312,246,204,15,2596,10
241,130,388,141,207,248,55,256,3484,10
344,159,258,298,398,241,42,337,2334,11
367,33,19,103,286,346,248,67,2952,11
4,131,376,68,214,334,48,226,3444,11
42,278,256,274,108,144,310,346,3455,11
109,93,355,46,199,361,103,322,1225,12
302,1,149,95,173,397,212,229,1281,12
21,217,36,132,259,78,36,368,2702,12
50,375,57,124,225,16,382,213,3809,12
46,58,323,151,292,387,336,202,1782,13
302,322,207,310,110,182,78,345,2032,13
68,313,150,193,202,294,317,58,3262,13
160,244,389,296,302,101,282,195,3678,13
117,347,78,319,129,100,256,188,296,14
234,65,254,26,256,340,41,259,1033,14
179,231,287,256,295,89,366,371,2004,14
100,150,397,381,235,214,249,72,2054,14
143,92,34,273,394,265,348,224,595,15
118,182,297,255,379,285,99,60,797,15
236,277,200,136,100,262,365,107,1433,15
91,18,313,49,4,363,306,136,1659,15
112,26,198,135,372,315,51,235,945,16
146,181,90,302,62,13,282,38,1033,16
126,244,3,80,155,82,39,298,1233,16
399,324,201,162,121,260,1,385,1294,16
272,252,58,215,365,313,191,191,2744,17
343,280,62,399,393,5,181,218,3373,17
395,11,348,103,385,378,62,79,3395,17
50,292,279,30,266,118,281,321,3533,17
27,273,105,119,96,72,297,271,2411,18
176,235,172,0,173,1,120,270,2618,18
31,57,59,388,40,317,339,103,2735,18
202,291,335,29,322,346,394,112,3974,18
69,272,256,190,89,243,350,2,986,19
90,244,197,223,153,67,233,165,2424,19
108,278,204,106,136,130,84,34,3313,19
348,47,127,135,173,140,319,86,3441,19
139,323,230,171,291,209,74,216,863,20
363,13,375,49,390,100,83,236,2413,20
308,67,191,10,51,317,319,38,3241,20
160,21,120,155,201,215,108,75,3406,20
316,108,152,266,300,266,290,65,896,21
347,367,188,75,329,29,152,271,2805,21
242,58,115,42,119,64,48,106,2838,21
3,4,314,276,244,183,80,160,3766,21
389,216,225,127,151,360,356,258,626,22
160,189,38,152,234,343,202,260,2368,22
331,99,216,2,119,152,368,354,3062,22
292,364,231,210,134,246,50,123,3478,22
259,121,95,69,218,276,71,333,2123,23
330,222,236,392,117,196,3,104,2424,23
25,126,82,84,384,333,196,85,3258,23
291,182,214,164,393,73,347,282,3452,23
208,344,165,14,203,199,386,12,190,24
278,111,84,334,317,249,59,201,922,24
72,197,367,78,355,111,131,207,2664,24
132,77,340,247,324,129,188,214,3547,24
355,54,336,389,260,347,373,176,445,25
170,189,235,289,341,146,44,256,1110,25
249,101,283,59,222,137,176,229,2291,25
19,6,127,37,236,50,104,275,2603,25
49,267,108,162,68,303,177,162,702,26
250,99,33,392,271,127,391,143,2738,26
33,86,140,256,380,309,104,379,2967,26
276,49,201,167,10,167,323,3,3534,26
230,209,94,104,11,27,361,269,356,27
105,152,182,121,250,275,181,290,1074,27
255,325,236,195,244,75,188,46,1844,27
179,115,232,151,171,200,300,198,2342,27
377,237,165,223,235,72,133,336,1743,28
262,277,255,328,366,74,29,23,2926,28
399,205,365,81,141,186,218,309,3042,28
190,29,275,287,304,386,67,347,3807,28
386,121,318,135,69,42,41,75,390,29
319,18,273,364,123,164,225,297,1002,29
20,240,302,44,328,49,77,36,1260,29
318,225,97,293,343,181,287,26,2998,29
313,258,184,223,334,396,397,322,683,30
139,6,315,79,18,128,50,81,891,30
290,104,80,239,270,322,262,21,1419,30
10,16,311,151,264,189,119,24,3889,30
22,285,170,220,237,254,111,18,1632,31
244,195,112,266,315,362,317,179,2484,31
105,288,139,272,202,345,296,379,3272,31
53,138,145,162,37,393,357,78,3757,31
299,337,174,291,245,30,188,340,1178,32
19,147,367,89,290,288,281,279,1627,32
7,225,302,168,361,220,10,143,1955,32
244,301,234,66,167,261,141,182,3603,32
309,114,190,392,241,285,179,175,775,33
67,282,247,268,126,141,71,368,1242,33
315,322,250,187,42,326,165,18,1979,33
115,290,381,140,230,153,135,107,2000,33
68,256,327,300,163,187,140,116,498,34
353,362,131,143,65,5,376,277,502,34
312,298,227,301,329,322,336,89,2552,34
94,188,138,193,14,108,118,220,2627,34
264,362,357,310,0,76,70,28,89,35
392,206,199,323,42,257,70,348,1253,35
303,362,353,69,36,387,378,221,1402,35
155,345,116,48,264,222,96,326,3402,35
299,31,212,99,23,212,79,225,3594,36
88,25,384,70,285,283,205,83,3733,36
163,333,44,141,90,95,344,251,3932,36
125,10,283,50,44,123,351,185,3975,36
224,300,250,151,224,317,71,334,1000,37
329,375,384,258,63,300,40,374,2137,37
76,338,320,375,354,368,301,318,2638,37
162,174,202,127,171,352,128,140,3216,37
244,37,103,166,160,322,8,332,833,38
398,298,69,263,338,46,275,61,1893,38
131,100,249,54,141,176,238,183,2179,38
130,2,386,146,45,282,308,220,2614,38
24,100,204,174,114,83,163,322,1332,39
113,61,383,158,358,324,340,266,2317,39
309,312,302,329,340,244,125,17,2943,39
108,119,167,262,18,176,296,81,3334,39
1,212,161,241,338,262,350,291,156,40
149,298,393,344,127,173,307,257,1041,40
243,178,148,360,381,271,373,70,1061,40
207,350,175,246,149,372,243,27,3168,40
199,255,382,62,51,184,330,152,663,41
282,57,283,103,238,6,336,223,1510,41
290,353,317,372,5,74,241,7,1917,41
15,161,237,336,315,203,81,172,2549,41
145,303,379,23,315,193,207,153,184,42
13,285,50,69,91,60,283,229,926,42
193,91,320,311,254,133,329,39,2005,42
169,119,357,171,300,382,218,342,3349,42
144,42,77,90,116,245,276,202,131,43
394,346,218,144,203,185,161,127,1284,43
357,13,380,215,290,276,66,134,3371,43
18,198,277,83,48,174,185,136,3951,43
363,84,68,281,40,282,258,209,68,44
230,339,323,335,236,339,131,317,146,44
124,334,379,359,310,351,351,230,388,44
391,280,171,44,231,9,133,94,2602,44
86,179,93,329,203,236,176,218,537,45
189,109,291,320,188,31,152,10,1863,45
33,101,295,201,262,185,3,141,3043,45
89,215,389,263,16,202,112,91,3699,45
380,0,347,158,159,15,313,367,44,46
285,399,208,285,345,327,154,395,1033,46
146,250,255,56,47,107,230,15,1837,46
336,97,244,105,204,167,173,23,2412,46
235,244,55,321,393,330,375,293,83,47
397,372,367,173,389,279,323,88,2177,47
192,359,384,192,32,373,259,384,2647,47
76,241,111,83,4,328,377,150,3068,47
351,176,211,43,130,295,15,90,223,48
314,1,249,395,183,251,64,249,1150,48
104,216,273,40,151,286,75,262,2318,48
82,376,81,373,61,323,340,284,3238,48
310,226,33,134,120,151,385,176,270,49
354,80,245,155,200,286,230,304,1312,49
341,51,131,108,196,247,378,33,2536,49
85,118,349,113,265,247,281,178,3654,49
232,149,203,182,31,233,75,300,20,50
154,295,197,38,255,392,0,195,728,50
293,320,121,367,283,11,263,300,1020,50
102,131,51,228,155,274,166,386,3833,50
155,117,212,277,387,18,104,150,611,51
295,147,343,276,345,63,135,23,2327,51
231,12,179,135,156,149,280,138,3722,51
168,335,110,81,358,23,333,351,3799,51
194,219,333,176,163,360,229,176,325,52
181,330,332,310,215,351,353,324,1176,52
