197,151,129,472,0,152,20,275,226,87,106,255,97,30,0
19,230,129,3475,0,171,188,18,288,168,155,287,190,406,0
9,85,3379,2238,0,240,386,353,104,219,34,336,377,1314,0
109,316,3379,2637,0,248,120,42,296,386,77,183,148,2853,0
380,47,503,62,1,32,356,22,289,372,355,374,102,294,1
395,71,503,887,1,211,294,177,362,167,197,15,180,592,1
258,301,1022,51,1,29,221,289,56,321,106,40,389,1273,1
283,255,1022,3521,1,297,317,331,189,193,130,370,230,2149,1
286,24,3029,1766,2,294,284,173,139,29,211,249,375,22,2
160,98,3029,2091,2,236,345,283,2,225,394,367,198,465,2
59,269,3966,3552,2,288,13,249,19,93,237,103,302,1012,2
336,110,3966,3852,2,126,233,92,52,20,336,85,148,3270,2
274,381,1746,1994,3,62,373,217,44,107,390,198,49,1171,3
41,140,1746,3081,3,90,184,47,270,83,348,90,304,1320,3
164,131,2525,2399,3,153,19,73,74,338,241,386,253,2113,3
278,388,2525,2772,3,339,265,310,37,155,341,90,120,3195,3
352,199,697,1437,4,257,253,126,311,284,283,216,22,49,4
81,303,697,1660,4,381,173,319,3,355,323,100,319,2673,4
22,141,3213,3341,4,160,191,349,161,244,175,135,43,3341,4
114,374,3213,3357,4,236,191,64,223,34,185,262,341,3495,4
202,200,416,2413,5,364,4,214,110,181,208,350,238,679,5
206,350,416,3615,5,127,6,123,0,74,179,92,262,1043,5
278,179,2857,2476,5,209,22,327,189,8,166,192,23,1498,5
396,125,2857,3599,5,49,302,4,154,238,209,152,299,1708,5
289,191,1828,1551,6,278,211,193,3,40,333,363,239,236,6
164,354,1828,3089,6,262,343,167,324,301,212,359,267,1288,6
284,121,2201,1264,6,385,285,276,330,50,200,63,193,2224,6
28,186,2201,2893,6,50,352,4,177,273,257,141,312,2379,6
239,374,389,683,7,314,9,237,269,398,185,170,206,354,7
322,159,389,2347,7,22,52,256,58,72,300,270,171,1037,7
6,222,1959,491,7,49,2,86,24,101,160,280,240,1998,7
62,355,1959,3473,7,26,324,128,231,139,83,91,295,3873,7
268,239,1348,346,8,143,130,111,135,325,364,218,60,123,8
34,162,1348,2149,8,158,123,177,387,274,354,26,274,1338,8
338,311,2436,1527,8,7,129,176,7,80,147,233,399,2443,8
344,353,2436,2176,8,85,123,206,358,225,200,275,123,2711,8
101,377,789,3294,9,386,291,345,23,387,188,101,371,2735,9
335,66,789,3882,9,153,252,50,35,283,241,287,202,3441,9
287,277,2560,1155,9,65,353,242,218,261,169,389,234,3555,9
21,218,2560,1937,9,5,183,253,26,326,223,165,278,3628,9
93,28,692,2369,10,74,73,253,253,187,334,190,62,917,10
231,287,692,3193,10,191,19,90,81,51,221,26,235,2525,10
134,65,1506,902,10,348,117,219,78,312,246,204,15,2596,10
393,27,1506,1694,10,241,130,388,141,207,248,55,256,3484,10
320,55,2162,995,11,344,159,258,298,398,241,42,337,2334,11
42,381,2162,2362,11,367,33,19,103,286,346,248,67,2952,11
95,384,3240,374,11,4,131,376,68,214,334,48,226,3444,11
18,67,3240,2428,11,42,278,256,274,108,144,310,346,3455,11
217,257,1240,1435,12,109,93,355,46,199,361,103,322,1225,12
363,184,1240,1565,12,302,1,149,95,173,397,212,229,1281,12
190,186,1897,511,12,21,217,36,132,259,78,36,368,2702,12
338,288,1897,2131,12,50,375,57,124,225,16,382,213,3809,12
16,243,1615,1410,13,46,58,323,151,292,387,336,202,1782,13
11,121,1615,3204,13,302,322,207,310,110,182,78,345,2032,13
266,202,2403,986,13,68,313,150,193,202,294,317,58,3262,13
148,34,2403,2638,13,160,244,389,296,302,101,282,195,3678,13
371,373,152,3468,14,117,347,78,319,129,100,256,188,296,14
43,136,152,3750,14,234,65,254,26,256,340,41,259,1033,14
262,164,2764,157,14,179,231,287,256,295,89,366,371,2004,14
16,247,2764,645,14,100,150,397,381,235,214,249,72,2054,14
146,65,1864,1126,15,143,92,34,273,394,265,348,224,595,15
171,108,1864,2071,15,118,182,297,255,379,285,99,60,797,15
342,265,2182,3290,15,236,277,200,136,100,262,365,107,1433,15
339,261,2182,3557,15,91,18,313,49,4,363,306,136,1659,15
132,56,959,2474,16,112,26,198,135,372,315,51,235,945,16
25,11,959,3196,16,146,181,90,302,62,13,282,38,1033,16
57,213,1386,1292,16,126,244,3,80,155,82,39,298,1233,16
69,399,1386,2969,16,399,324,201,162,121,260,1,385,1294,16
360,136,1090,170,17,272,252,58,215,365,313,191,191,2744,17
