197,151,129,472,0
19,230,129,3475,0
9,85,3379,2238,0
109,316,3379,2637,0
380,47,503,62,1
395,71,503,887,1
258,301,1022,51,1
283,255,1022,3521,1
286,24,3029,1766,2
160,98,3029,2091,2
59,269,3966,3552,2
336,110,3966,3852,2
274,381,1746,1994,3
41,140,1746,3081,3
164,131,2525,2399,3
278,388,2525,2772,3
352,199,697,1437,4
81,303,697,1660,4
22,141,3213,3341,4
114,374,3213,3357,4
202,200,416,2413,5
206,350,416,3615,5
278,179,2857,2476,5
396,125,2857,3599,5
289,191,1828,1551,6
164,354,1828,3089,6
284,121,2201,1264,6
28,186,2201,2893,6
239,374,389,683,7
322,159,389,2347,7
6,222,1959,491,7
62,355,1959,3473,7
268,239,1348,346,8
34,162,1348,2149,8
338,311,2436,1527,8
344,353,2436,2176,8
101,377,789,3294,9
335,66,789,3882,9
287,277,2560,1155,9
21,218,2560,1937,9
93,28,692,2369,10
231,287,692,3193,10
134,65,1506,902,10
393,27,1506,1694,10
320,55,2162,995,11
42,381,2162,2362,11
95,384,3240,374,11
18,67,3240,2428,11
217,257,1240,1435,12
363,184,1240,1565,12
190,186,1897,511,12
338,288,1897,2131,12
16,243,1615,1410,13
11,121,1615,3204,13
266,202,2403,986,13
148,34,2403,2638,13
371,373,152,3468,14
43,136,152,3750,14
262,164,2764,157,14
16,247,2764,645,14
146,65,1864,1126,15
171,108,1864,2071,15
342,265,2182,3290,15
339,261,2182,3557,15
132,56,959,2474,16
25,11,959,3196,16
57,213,1386,1292,16
69,399,1386,2969,16
360,136,1090,170,17
310,279,1090,2968,17
259,349,2067,3365,17
132,23,2067,3546,17
169,147,4,1310,18
320,256,4,3785,18
106,356,3867,1747,18
311,393,3867,2023,18
275,39,2078,948,19
240,44,2078,3640,19
369,149,3390,581,19
57,151,3390,584,19
180,327,937,702,20
234,319,937,1376,20
3,77,3193,118,20
10,48,3193,1916,20
373,105,515,273,21
334,20,515,1502,21
289,110,3631,1947,21
78,231,3631,2712,21
80,202,1391,1928,22
259,206,1391,2586,22
104,191,3064,1550,22
147,88,3064,3929,22
3,30,1584,1430,23
167,170,1584,1621,23
76,120,2735,1481,23
371,62,2735,2018,23
283,2,517,1332,24
333,373,517,3724,24
379,130,522,558,24
346,303,522,3619,24
217,219,3387,971,25
221,228,3387,3948,25
188,140,3452,190,25
139,205,3452,3415,25
381,305,1386,3292,26
295,382,1386,3529,26
392,59,3815,2174,26
364,267,3815,2672,26
68,32,97,574,27
103,230,97,3879,27
330,201,1842,484,27
208,361,1842,3938,27
272,367,2540,1694,28
200,52,2540,3755,28
359,62,3141,271,28
230,59,3141,3655,28
359,143,206,1583,29
116,157,206,3953,29
166,152,472,646,29
102,305,472,1444,29
123,235,786,1362,30
100,399,786,3771,30
121,240,3090,1406,30
61,240,3090,3353,30
326,6,2250,23,31
342,57,2250,972,31
341,59,2716,3251,31
115,168,2716,3595,31
45,388,686,1003,32
281,1,686,1251,32
68,393,2467,3765,32
12,304,2467,3914,32
286,337,2203,3201,33
368,19,2203,3708,33
281,48,2967,949,33
100,282,2967,3604,33
369,336,235,1144,34
349,208,235,2564,34
395,303,2742,2859,34
101,162,2742,3516,34
313,183,2843,869,35
167,200,2843,2131,35
297,98,3432,287,35
143,182,3432,926,35
103,335,377,921,36
237,355,377,2139,36
69,131,882,1045,36
299,54,882,1456,36
281,246,693,2009,37
351,392,693,2244,37
321,132,747,1675,37
394,157,747,2813,37
72,329,180,332,38
77,137,180,1049,38
171,209,329,1835,38
91,360,329,3169,38
392,239,2170,2442,39
68,290,2170,3757,39
240,235,2558,640,39
133,168,2558,1366,39
334,295,926,1283,40
193,246,926,3764,40
341,397,1611,1244,40
24,231,1611,3285,40
28,274,178,640,41
300,45,178,2308,41
3,32,2862,3112,41
244,85,2862,3825,41
72,389,2929,84,42
312,370,2929,2997,42
291,258,3622,68,42
143,93,3622,2524,42
0,363,148,3115,43
149,224,148,3970,43
25,302,1232,3346,43
326,87,1232,3437,43
283,271,1048,2499,44
243,132,1048,3089,44
96,380,2620,1912,44
237,170,2620,3686,44
256,44,1094,643,45
283,104,1094,2113,45
108,194,2225,2424,45
303,72,2225,3891,45
217,315,145,531,46
321,373,145,1206,46
6,168,171,1285,46
285,329,171,2913,46
289,146,2278,283,47
259,160,2278,1582,47
154,179,2882,1232,47
165,305,2882,2640,47
133,351,270,1907,48
114,347,270,2074,48
106,294,3778,1031,48
167,181,3778,1690,48
171,132,1905,1797,49
298,209,1905,2291,49
235,76,3619,272,49
252,251,3619,2062,49
92,110,748,479,50
170,145,748,1730,50
352,306,2209,894,50
244,83,2209,3941,50
82,282,2144,172,51
142,380,2144,982,51
232,356,2832,1627,51
96,321,2832,3403,51
84,305,1132,1819,52
258,200,1132,2815,52
149,188,3884,1451,52
187,339,3884,2896,52
252,278,966,1891,53
305,78,966,2374,53
293,174,1828,930,53
194,317,1828,3987,53
211,93,237,1062,54
33,201,237,2361,54
218,85,2536,427,54
341,30,2536,2152,54
116,241,3210,2406,55
46,94,3210,3670,55
238,100,3397,2230,55
396,124,3397,3690,55
319,320,315,2619,56
101,4,315,3655,56
257,164,1873,684,56
15,39,1873,2102,56
75,211,1371,228,57
42,105,1371,2820,57
49,175,1522,2767,57
202,127,1522,2904,57
123,253,57,56,58
226,235,57,3603,58
79,327,3234,2221,58
387,226,3234,2478,58
221,141,1291,13,59
177,309,1291,129,59
74,347,1713,1911,59
17,236,1713,2733,59
58,216,3882,1433,60
330,150,3882,3925,60
41,186,3922,1120,60
100,201,3922,2910,60
370,201,578,590,61
373,233,578,3363,61
381,163,1997,1505,61
166,332,1997,3831,61
341,333,556,365,62
346,103,556,3218,62
284,165,1836,500,62
171,210,1836,2512,62
31,337,2153,1675,63
239,308,2153,3388,63
278,145,3875,1997,63
332,158,3875,2917,63
290,215,305,1572,64
373,272,305,1671,64
257,115,654,769,64
173,157,654,1944,64
309,282,1869,550,65
117,303,1869,1622,65
386,200,3506,1038,65
361,328,3506,3707,65
155,130,445,386,66
159,264,445,447,66
266,347,1802,1243,66
0,292,1802,1496,66
153,330,378,2603,67
101,280,378,3467,67
124,21,1598,830,67
91,226,1598,3809,67
289,326,2172,1967,68
8,265,2172,2556,68
304,2,2470,295,68
68,137,2470,1639,68
293,336,1672,2921,69
81,154,1672,2991,69
183,89,2007,2062,69
50,220,2007,3771,69
156,365,1821,1149,70
239,27,1821,3896,70
88,279,2782,176,70
263,320,2782,2218,70
38,275,594,3267,71
396,96,594,3689,71
183,187,3464,2733,71
345,11,3464,3381,71
26,219,591,3749,72
43,369,591,3876,72
397,81,2681,1528,72
212,1,2681,2857,72
326,372,2280,2299,73
201,50,2280,2465,73
197,62,2454,1292,73
396,226,2454,2059,73
174,56,27,2706,74
330,48,27,2742,74
376,350,3288,2836,74
191,313,3288,3788,74
364,25,1272,2270,75
48,29,1272,3856,75
373,345,1833,2215,75
324,230,1833,3006,75
369,211,2585,877,76
267,199,2585,2945,76
282,203,3855,280,76
43,249,3855,3632,76
331,316,1694,1095,77
33,221,1694,3325,77
188,356,3594,56,77
287,79,3594,3899,77
175,184,1772,286,78
151,1,1772,2701,78
30,74,2235,635,78
55,113,2235,1400,78
292,180,1668,2080,79
163,271,1668,2304,79
153,350,2822,2155,79
57,61,2822,2293,79
51,289,1983,2651,80
219,189,1983,3912,80
56,317,2153,3234,80
178,369,2153,3323,80
85,254,1004,741,81
99,358,1004,2137,81
245,274,1144,816,81
1,375,1144,3984,81
103,77,663,2361,82
160,375,663,3324,82
291,50,1243,3432,82
336,281,1243,3925,82
112,41,512,2596,83
369,148,512,3908,83
286,389,3952,741,83
249,231,3952,3788,83
39,237,278,2087,84
7,225,278,3849,84
309,183,3864,1416,84
7,277,3864,3734,84
197,371,2377,3037,85
148,392,2377,3796,85
50,32,2439,2054,85
31,5,2439,2523,85
214,119,769,77,86
177,39,769,520,86
179,23,2150,719,86
318,285,2150,1095,86
324,333,979,555,87
165,265,979,1407,87
316,117,2256,181,87
68,112,2256,3155,87
344,363,795,3388,88
130,259,795,3631,88
211,145,3033,1004,88
278,300,3033,3005,88
318,129,1567,147,89
250,374,1567,375,89
297,236,3032,455,89
302,20,3032,3319,89
295,94,2763,2188,90
31,80,2763,2415,90
394,8,2778,1535,90
99,26,2778,3220,90
250,383,3005,1045,91
182,11,3005,1502,91
313,270,3326,205,91
283,170,3326,1747,91
276,214,535,325,92
113,130,535,3701,92
393,74,939,2889,92
12,160,939,2927,92
21,0,1034,3118,93
23,208,1034,3491,93
358,47,2799,2026,93
171,42,2799,3192,93
350,355,918,108,94
127,181,918,3035,94
60,248,3852,1632,94
215,101,3852,3260,94
157,202,93,267,95
369,362,93,3198,95
51,255,2634,1791,95
269,270,2634,2716,95
253,171,1444,586,96
314,18,1444,2376,96
281,108,3806,98,96
346,311,3806,2858,96
276,349,246,2679,97
35,177,246,3418,97
272,176,2646,270,97
193,395,2646,3481,97
128,159,1971,1027,98
135,218,1971,2989,98
376,107,2851,101,98
210,67,2851,1358,98
248,204,1613,846,99
399,204,1613,1686,99
57,174,3198,1736,99
361,164,3198,2910,99
